AirportCode,FlightNum,ScheduledDepature,ActualDeparture,Destination,Distance miles,ScheduledArrival,ActualArrival,DepartureTerminal,RunwayNum,WeatherConditions
LHR,AF481,8:20,8:45,FRA,407,9:55,10:20,5,1,13°C heavy rain
LHR,LH449,8:21,8:21,AMS,230,9:41,9:41,2,1,13°C heavy rain
LHR,U2927,8:22,8:22,BCN,713,10:32,10:32,2,1,13°C heavy rain
LHR,QR317,8:22,8:59,IST,1550,12:17,13:14,4,2,13°C heavy rain
LHR,AF605,8:23,10:32,CDG,216,9:43,11:48,3,1,13°C heavy rain
LHR,AF606,8:25,8:25,MUC,586,10:20,10:40,3,1,13°C heavy rain
LHR,BA471,8:26,12:52,BCN,713,10:36,15:02,4,2,13°C heavy rain
LHR,LH908,8:26,8:26,MUC,586,10:21,10:21,2,2,13°C heavy rain
LHR,SN155,8:27,8:27,CDG,216,9:47,9:47,2,2,13°C heavy rain
LHR,BA137,8:28,8:28,MUC,586,10:23,10:43,2,1,13°C heavy rain
LHR,BA138,8:30,8:30,MAD,772,10:55,10:55,3,1,13°C heavy rain
LHR,AF423,8:33,9:07,FCO,898,11:08,11:42,5,1,13°C heavy rain
LHR,LH273,8:36,8:36,IST,1550,12:31,12:47,4,2,13°C heavy rain
LHR,AF193,8:38,8:38,CDG,216,9:58,9:58,2,1,13°C heavy rain
LHR,BA819,8:40,8:40,FRA,407,10:15,10:15,5,2,13°C heavy rain
LHR,BA254,8:42,8:42,LIS,975,11:27,11:27,4,1,13°C heavy rain
LHR,BA567,8:44,8:44,FCO,898,11:19,11:19,3,2,13°C heavy rain
LHR,BA803,8:46,9:26,BCN,713,10:56,11:36,3,1,13°C heavy rain
LHR,AF754,8:48,8:48,MUC,586,10:43,10:43,3,2,13°C heavy rain
LHR,IB814,8:49,8:49,MAD,772,11:14,11:14,3,1,13°C heavy rain
LHR,A3113,8:49,8:49,LIS,975,11:34,11:34,4,2,13°C heavy rain
LHR,AF967,8:50,8:54,FRA,407,10:25,10:41,3,2,13°C heavy rain
LHR,LH345,8:51,8:51,FRA,407,10:26,10:26,3,1,13°C heavy rain
LHR,AF578,8:56,15:32,FCO,898,11:31,18:16,5,2,13°C heavy rain
LHR,U2985,8:57,8:57,CDG,216,10:17,10:35,2,2,13°C heavy rain
LHR,FR887,8:59,8:59,MAD,772,11:24,11:24,4,1,13°C heavy rain
LHR,AF265,9:02,9:29,MUC,586,10:57,11:44,3,2,18°C clear
LHR,LH440,9:05,9:05,FCO,898,11:40,11:40,3,1,18°C clear
LHR,BA786,9:06,14:10,FCO,898,11:41,16:45,4,1,18°C clear
LHR,BA607,9:06,9:06,CDG,216,10:26,10:26,5,1,18°C clear
LHR,U2739,9:07,9:42,AMS,230,10:27,11:02,3,2,18°C clear
LHR,LH426,9:09,9:36,BCN,713,11:19,11:46,2,1,18°C clear
LHR,LH428,9:09,9:48,IST,1550,13:04,13:43,4,2,18°C clear
LHR,TK629,9:09,9:09,MUC,586,11:04,11:15,5,2,18°C clear
LHR,IB107,9:12,9:12,FRA,407,10:47,10:47,4,1,18°C clear
LHR,BA114,9:13,9:13,IST,1550,13:08,13:21,4,2,18°C clear
LHR,AF527,9:15,9:15,IST,1550,13:10,13:10,5,1,18°C clear
LHR,AF102,9:17,9:17,FRA,407,10:52,10:52,5,1,18°C clear
LHR,BA350,9:17,9:17,IST,1550,13:12,13:08,2,2,18°C clear
LHR,BA719,9:17,9:53,LIS,975,12:02,12:38,5,2,18°C clear
LHR,SK945,9:18,9:18,FCO,898,11:53,12:00,4,1,18°C clear
LHR,IB126,9:19,9:19,IST,1550,13:14,13:14,3,2,18°C clear
LHR,U2232,9:20,9:20,AMS,230,10:40,10:40,3,2,18°C clear
LHR,LH730,9:20,9:20,FRA,407,10:55,10:55,3,2,18°C clear
LHR,W6723,9:21,9:23,LIS,975,12:06,12:08,4,2,18°C clear
LHR,W6664,9:24,9:35,FCO,898,11:59,12:10,5,1,18°C clear
LHR,TP945,9:24,9:24,FRA,407,10:59,10:59,2,2,18°C clear
LHR,LH816,9:25,9:25,MAD,772,11:50,11:50,4,1,18°C clear
LHR,LH134,9:25,9:25,IST,1550,13:20,13:38,3,2,18°C clear
LHR,LH119,9:26,9:26,BCN,713,11:36,11:36,4,2,18°C clear
LHR,U2376,9:27,9:27,MUC,586,11:22,11:22,2,1,18°C clear
LHR,A3126,9:27,9:27,CDG,216,10:47,10:52,2,1,18°C clear
LHR,BA427,9:27,9:27,MAD,772,11:52,11:52,4,1,18°C clear
LHR,BA410,9:28,9:28,MUC,586,11:23,11:23,5,1,18°C clear
LHR,AF610,9:31,9:56,LIS,975,12:16,13:00,4,2,18°C clear
LHR,BA577,9:33,9:38,MAD,772,11:58,12:03,2,2,18°C clear
LHR,TK920,9:33,9:33,BCN,713,11:43,11:43,4,2,18°C clear
LHR,BA798,9:34,9:34,IST,1550,13:29,13:39,2,1,18°C clear
LHR,BA817,9:34,9:34,IST,1550,13:29,13:29,2,2,18°C clear
LHR,LH934,9:34,9:34,LIS,975,12:19,12:28,5,2,18°C clear
LHR,BA228,9:34,9:34,AMS,230,10:54,10:54,4,2,18°C clear
LHR,SN867,9:36,9:36,IST,1550,13:31,13:31,5,2,18°C clear
LHR,BA115,9:38,9:38,BCN,713,11:48,12:07,5,1,18°C clear
LHR,SK708,9:40,9:40,LIS,975,12:25,12:25,5,1,18°C clear
LHR,QR411,9:40,9:40,BCN,713,11:50,11:50,5,2,18°C clear
LHR,BA743,9:41,9:41,FRA,407,11:16,11:16,2,1,18°C clear
LHR,BA534,9:41,10:04,LIS,975,12:26,13:07,4,2,18°C clear
LHR,BA155,9:43,9:43,AMS,230,11:03,10:57,4,1,18°C clear
LHR,SK625,9:45,9:45,FRA,407,11:20,11:29,5,1,18°C clear
LHR,QR820,9:46,9:46,MAD,772,12:11,12:11,5,1,18°C clear
LHR,QR866,9:46,9:46,BCN,713,11:56,11:56,3,1,18°C clear
LHR,A3337,9:46,9:46,LIS,975,12:31,12:31,2,2,18°C clear
LHR,U2943,9:47,9:47,CDG,216,11:07,11:07,5,1,18°C clear
LHR,LH537,9:48,9:48,FRA,407,11:23,11:23,3,2,18°C clear
LHR,BA564,9:48,9:48,MUC,586,11:43,11:43,4,2,18°C clear
LHR,AF411,9:49,9:49,MAD,772,12:14,12:14,4,1,18°C clear
LHR,LH720,9:49,9:50,IST,1550,13:44,13:45,5,1,18°C clear
LHR,BA891,9:53,10:00,CDG,216,11:13,11:20,5,1,18°C clear
LHR,LH234,9:54,9:54,IST,1550,13:49,13:49,2,1,18°C clear
LHR,FR403,9:55,9:55,MAD,772,12:20,12:20,5,1,18°C clear
LHR,TK237,9:55,9:55,MUC,586,11:50,11:50,5,2,18°C clear
LHR,AF470,9:56,9:56,FRA,407,11:31,11:31,3,1,18°C clear
LHR,FR854,9:58,9:58,BCN,713,12:08,12:23,3,2,18°C clear
LHR,BA972,9:59,10:12,MAD,772,12:24,12:37,4,1,18°C clear
LHR,W6391,9:59,9:59,MUC,586,11:54,11:54,4,2,18°C clear
LHR,AF574,10:08,10:08,LIS,975,12:53,12:53,4,2,15°C heavy rain
LHR,LH968,10:13,10:13,LIS,975,12:58,12:58,3,2,15°C heavy rain
LHR,BA684,10:14,10:33,FCO,898,12:49,13:08,3,1,15°C heavy rain
LHR,U2266,10:14,10:14,LIS,975,12:59,12:54,4,2,15°C heavy rain
LHR,QR290,10:19,10:19,MUC,586,12:14,12:20,5,2,15°C heavy rain
LHR,BA973,10:19,10:19,IST,1550,14:14,14:14,5,1,15°C heavy rain
LHR,BA760,10:21,10:21,IST,1550,14:16,14:16,3,2,15°C heavy rain
LHR,SK544,10:23,10:41,CDG,216,11:43,12:12,2,1,15°C heavy rain
LHR,IB174,10:24,10:24,AMS,230,11:44,11:44,4,1,15°C heavy rain
LHR,AF123,10:25,10:25,IST,1550,14:20,14:20,5,1,15°C heavy rain
LHR,BA829,10:27,10:27,MUC,586,12:22,12:38,4,1,15°C heavy rain
LHR,LH263,10:29,11:03,CDG,216,11:49,12:23,3,2,15°C heavy rain
LHR,BA593,10:31,11:10,AMS,230,11:51,12:30,2,2,15°C heavy rain
LHR,AF758,10:32,10:32,LIS,975,13:17,13:17,4,2,15°C heavy rain
LHR,BA476,10:33,11:10,FRA,407,12:08,12:43,3,2,15°C heavy rain
LHR,BA167,10:38,10:38,FRA,407,12:13,12:07,2,1,15°C heavy rain
LHR,LH897,10:38,10:38,AMS,230,11:58,11:58,4,1,15°C heavy rain
LHR,LH711,10:38,11:12,CDG,216,11:58,12:32,4,2,15°C heavy rain
LHR,BA858,10:39,10:39,BCN,713,12:49,12:49,4,2,15°C heavy rain
LHR,BA970,10:40,10:40,CDG,216,12:00,12:03,3,1,15°C heavy rain
LHR,AF595,10:41,10:41,IST,1550,14:36,14:36,5,2,15°C heavy rain
LHR,BA777,10:46,11:04,FCO,898,13:21,13:39,5,2,15°C heavy rain
LHR,EK656,10:48,10:56,FCO,898,13:23,13:31,5,1,15°C heavy rain
LHR,BA129,10:50,10:54,AMS,230,12:10,12:05,3,2,15°C heavy rain
LHR,BA172,10:52,16:53,AMS,230,12:12,18:26,5,2,15°C heavy rain
LHR,EK228,10:56,10:56,MUC,586,12:51,12:51,4,1,15°C heavy rain
LHR,LH833,10:56,10:56,AMS,230,12:16,12:07,5,1,15°C heavy rain
LHR,BA990,11:00,11:00,FCO,898,13:35,13:51,5,2,24°C sun
LHR,BA430,11:00,11:00,MAD,772,13:25,13:25,5,1,24°C sun
LHR,BA642,11:00,11:00,CDG,216,12:20,12:20,5,1,24°C sun
LHR,BA643,11:05,11:36,IST,1550,15:00,15:33,4,1,24°C sun
LHR,BA954,11:09,11:16,FRA,407,12:44,12:51,5,2,24°C sun
LHR,SK676,11:11,11:11,BCN,713,13:21,13:21,2,2,24°C sun
LHR,SK239,11:12,11:12,AMS,230,12:32,12:32,2,2,24°C sun
LHR,BA898,11:13,16:50,AMS,230,12:33,18:10,3,1,24°C sun
LHR,LH227,11:13,11:33,FRA,407,12:48,13:17,3,2,24°C sun
LHR,LH435,11:16,11:25,BCN,713,13:26,13:35,3,1,24°C sun
LHR,SN843,11:17,11:17,FCO,898,13:52,13:44,2,1,24°C sun
LHR,BA339,11:18,11:18,FRA,407,12:53,12:53,4,2,24°C sun
LHR,BA696,11:18,11:18,CDG,216,12:38,12:38,5,1,24°C sun
LHR,LH121,11:19,11:19,FCO,898,13:54,13:54,2,2,24°C sun
LHR,IB113,11:19,11:19,MAD,772,13:44,13:44,4,1,24°C sun
LHR,SK463,11:22,11:22,MAD,772,13:47,13:47,4,2,24°C sun
LHR,LH879,11:23,11:23,MAD,772,13:48,13:48,3,2,24°C sun
LHR,FR978,11:24,11:32,CDG,216,12:44,12:52,4,2,24°C sun
LHR,BA407,11:26,11:26,CDG,216,12:46,12:46,5,2,24°C sun
LHR,LH320,11:26,11:26,FCO,898,14:01,14:01,5,1,24°C sun
LHR,BA153,11:30,11:30,MUC,586,13:25,13:25,3,2,24°C sun
LHR,TP198,11:30,11:30,AMS,230,12:50,12:50,2,1,24°C sun
LHR,QR663,11:32,11:32,MUC,586,13:27,13:27,3,1,24°C sun
LHR,BA555,11:33,11:33,MUC,586,13:28,13:28,5,1,24°C sun
LHR,LH990,11:34,11:52,LIS,975,14:19,14:52,5,2,24°C sun
LHR,BA936,11:37,11:37,IST,1550,15:32,15:25,5,1,24°C sun
LHR,AF591,11:37,11:37,AMS,230,12:57,12:57,5,1,24°C sun
LHR,FR824,11:38,16:18,FCO,898,14:13,18:53,4,2,24°C sun
LHR,BA363,11:39,12:53,LIS,975,14:24,15:38,2,2,24°C sun
LHR,FR196,11:40,11:40,MUC,586,13:35,13:35,3,2,24°C sun
LHR,FR197,11:46,12:56,FRA,407,13:21,14:31,4,1,24°C sun
LHR,FR198,11:46,11:46,BCN,713,13:56,13:56,4,1,24°C sun
LHR,FR200,11:50,12:11,MUC,586,13:45,14:06,2,2,24°C sun
LHR,EK456,11:51,12:09,AMS,230,13:11,13:33,4,2,24°C sun
LHR,LH109,11:51,12:04,AMS,230,13:11,13:24,4,2,24°C sun
LHR,QR227,11:51,12:31,MUC,586,13:46,14:26,2,1,24°C sun
LHR,TP122,11:52,11:52,AMS,230,13:12,13:12,5,2,24°C sun
LHR,AF428,11:52,11:52,AMS,230,13:12,13:12,5,1,24°C sun
LHR,LH656,11:54,11:54,FRA,407,13:29,13:29,5,1,24°C sun
LHR,BA232,11:56,11:56,MAD,772,14:21,14:21,2,1,24°C sun
LHR,LH407,11:58,11:58,LIS,975,14:43,14:46,5,2,24°C sun
LHR,QR599,11:59,12:23,MUC,586,13:54,14:18,3,1,24°C sun
LHR,U2937,11:59,11:59,MUC,586,13:54,13:54,3,1,24°C sun
